"strong","lemma","gloss","freq","vu","updatedAt"
"H4645","מִפְגָּע","chose frappée, marquée, cible, objet d’un assaut","1","false","null"
"H4646","מַפָּח","sans respiration, expirant, exhaler (la vie)","1","false","null"
"H4647","מַפֻּחַ","soufflet","1","false","null"
"H4648","מְפִיבֹשֶׁת","fils de Saül et de Ritspa la fille d’Ajja, concubine de Saül; exécuté à la demande des Gabaonites contre une famine","18","false","null"
"H4649","מֻפִּים","Muppim = «serpent»","1","false","null"
"H4650","מֵפִיץ","qui éparpille, un assommoir, une massue","1","false","null"
"H4651","מַפָּל","le rebut, ce qui pend","2","false","null"
"H4652","מִפְלָאָה","œuvres merveilleuses","1","false","null"
"H4653","מִפְלַגָּה","une division, une classe (de sacrificateurs pour le service)","1","false","null"
"H4654","מַפָּלָה","une ruine","3","false","null"
"H4655","מִפְלָט","fuite, lieu où s’échapper","1","false","null"
"H4656","מִפְלֶ֫צֶת","chose affreuse, chose horrible","4","false","null"
"H4657","מִפְלָשׂ","oscillation, équilibre, balancement","1","false","null"
"H4658","מַפֶּ֫לֶת","carcasse, ruine, ce qui est renversé","8","false","null"
"H4659","מִפְעָלָה","un travail, une œuvre, un ouvrage, la chose faite","3","false","null"
"H4660","מַפָּץ","fracassant, mettant en pièces (d’un type d’armes)","1","false","null"
"H4661","מַפֵּץ","massue de guerre, massue, hache de bataille, marteau","1","false","null"
"H4662","מִפְקָד","rassemblement, rendez-vous, lieu désigné","5","false","null"
"H4664","מִפְרָץ","lieu de débarquement","1","false","null"
"H4665","מַפְרֶקֶת","le cou","1","false","null"
"H4666","מִפְרָשׂ","un étalement, une chose étendue","2","false","null"
"H4667","מִפְשָׂעָה","hanche, fesse, haut des jambes","1","false","null"
"H4668","מַפְתֵּחַ","clef, instrument d’ouverture","3","false","null"
"H4669","מִפְתָּח","ouverture, émission","1","false","null"
"H4670","מִפְתָּן","seuil","8","false","null"
"H4671","מוֹץ","menue paille, balle","8","false","null"
"H4672","מָצָא","Trouver, atteindre","455","false","null"
"H4673","מַצָּב","station, garnison, lieu de repos","10","false","null"
"H4674","מֻצָּב","retranchement, ouvrage de siège, palissade, poste","1","false","null"
"H4675","מִצָּבָה","une garde, une veille, une armée","2","false","null"
"H4676","מַצֵּבָה","pilier, souche","32","false","null"
"H4677","מְצֹבָיָה","Metsobaja = «congrégation de l’Éternel»","1","false","null"
"H4678","מַצֶּבֶת","pilier, souche","6","false","null"
"H4679","מְצָד","un fort, une forteresse, une fortification","11","false","null"
"H4680","מָצָה","drainer, s’écouler","7","false","null"
"H4681","מֹצָה","Motsa = «fontaine»","1","false","null"
"H4682","מַצָּה","non levé (pain, gâteau), sans levain","53","false","null"
"H4683","מַצָּה","lutte, dispute, querelle","3","false","null"
"H4684","מַצְהָלָה","hennissement, action de hennir","2","false","null"
"H4685","מָצוֹד","ouvrages de siège, rempart","7","false","null"
"H4686","מְצוּדָה","filet, proie, piège pour une proie","21","false","null"
"H4687","מִצְוָה","commandement","182","false","null"
"H4688","מְצוֹלָה","profondeur, profond, le fond, la mer profonde","11","false","null"
"H4689","מָצוֹק","gène, détresse, tension, angoisse","6","false","null"
"H4690","מָצוּק","support fondu, pilier, colonne","2","false","null"
"H4691","מְצוּקָה","gène, tension, angoisse, détresse","7","false","null"
"H4692","מָצוֹר","état de siège, retranchement, ouvrages de siège","25","false","null"
"H4693","מָצוֹר","un nom pour l’Égypte","5","false","null"
"H4694","מְצוּרָה","retranchement, forteresse, rempart","8","false","null"
"H4695","מַצּוּת","lutte, dispute, querelle","1","false","null"
"H4696","מֵ֫צַח","sourcil, front","13","false","null"
"H4697","מִצְחָה","jambières, armure des jambes","1","false","null"
"H4698","מְצִלָּה","sonnette, clochette","1","false","null"
"H4699","מְצֻלָה","ravin, cuvette, bassin, creux","1","false","null"
"H4700","מְצִלְתַּיִם","cymbales","13","false","null"
"H4701","מִצְנֶ֫פֶת","tiare, mitre, diadème, turban (du souverain sacrificateur)","12","false","null"
"H4702","מַצָּע","la couche, le lit","1","false","null"
"H4703","מִצְעָד","des pas","3","false","null"
"H4705","מִצְעָר","une petite chose","5","false","null"
"H4706","מִצְעָר","Mitsear = «petit»","1","false","null"
"H4707","מִצְפֶּה","tour de garde, point de vue","2","false","null"
"H4708","מִצְפֶּה","Mitspé, Mitspa = «tour de gué»","6","false","null"
"H4709","מִצְפָּה","Mitspa = «tour de gué, d’observation»","40","false","null"
"H4710","מַצְפּוֹן","choses cachées, trésor","1","false","null"
"H4711","מָצַץ","faire couler, sucer","1","false","null"
"H4712","מֵצַר","oppression, détresse, tension, gène","3","false","null"
"H4713","מִצְרִי","Égyptien  (voir Égypte) «doublement oppresseur»","70","false","null"
"H4714","מִצְרַ֫יִם","Égypte = «territoire des Coptes»","641","false","null"
"H4715","מַצְרֵף","creuset, pot pour affinage","2","false","null"
"H4716","מַק","décadence, délabrement, pourriture","2","false","null"
"H4717","מַקָּבָה","marteau","3","false","null"
"H4718","מַקֶּ֫בֶת","trou, excavation, perforation","2","false","null"
"H4719","מַקֵּדָה","Makkéda = «endroit des bergers»","9","false","null"
"H4720","מִקְדָּשׁ","lieu sacré, sanctuaire, lieu saint","75","false","null"
"H4721","מַקְהֵל","assemblée, chœur, congrégation","2","false","null"
"H4722","מַקְהֵלֹת","Makhéloth = «lieu de l’assemblée»","2","false","null"
"H4723","מִקְוֶה","espérance","12","false","null"
"H4724","מִקְוָה","réservoir, fossé","1","false","null"
"H4725","מָקוֹם","lieu, endroit, espace, position","401","true","2024-11-01 08:15:49.825"
"H4726","מָקוֹר","source, fontaine","18","false","null"
"H4727","מִקָּח","prise, acceptation, réception (d’un présent corrompu)","1","false","null"
"H4728","מַקָּחָה","marchandises","1","false","null"
"H4729","מִקְטָר","l’endroit de la fumée sacrificielle, autel, foyer, encens","1","false","null"
"H4730","מִקְטֶ֫רֶת","encensoir","2","false","null"
"H4731","מַקֵּל","verge, bâton","18","false","null"
"H4732","מִקְלוֹת","Mikloth = «verges»","4","false","null"
"H4733","מִקְלָט","refuge, asile","20","false","null"
"H4734","מִקְלַ֫עַת","découpage, sculpture","4","false","null"
"H4735","מִקְנֶה","bétail, troupeau","76","false","null"
"H4736","מִקְנָה","acheter","15","false","null"
"H4737","מִקְנֵיָ֫הוּ","Miknéja = «possession de l’Éternel»","2","false","null"
"H4738","מִקְסָם","divination, oracle","2","false","null"
"H4739","מָקַץ","Makats = «fin, limite»","1","false","null"
"H4740","מִקְצֹעַ","coin dans une structure, contrefort, coin intérieur","12","false","null"
"H4741","מַקְצֻעָה","outil à gratter (utilisé dans la fabrication des idoles)","1","false","null"
"H4742","מְקֻצְעָה","angle dans une structure, coin de contrefort","2","false","null"
"H4743","מָקַק","décadence, délabrement, avoir de la langueur, pourrir, suppurer","10","false","null"
"H4744","מִקְרָא","convocation, lecture, être appelés tous ensemble","23","false","null"
"H4745","מִקְרֶה","rencontre ou événement non prévu, accident, un fait, une chance, la fortune","10","false","null"
"H4746","מְקָרֶה","la poutre maîtresse","1","false","null"
"H4747","מְקֵרָה","fraîcheur, rafraîchissant","2","false","null"
"H4748","מִקְשֶׁה","ouvrage tourné, chevelure bien arrangée, bien coiffée, bien enroulée","1","false","null"
"H4749","מִקְשָׁה","ouvrage martelé, objets d’or ou d’argent finement décorés","9","false","null"
"H4750","מִקְשָׁה","lieu ou champ de concombres","2","false","null"
"H4751","מַר","amer, amertume","39","false","null"
"H4752","מַר","une goutte, ce qui coule","1","false","null"
"H4753","מֹר","myrrhe","12","false","null"
"H4754","מָרָא","(Hifil) battre (l’air), battre (des ailes)","2","false","null"
"H4755","מָרָא","Mara = «amertume»","1","false","null"
"H4756","מָרֵא","seigneur","4","false","null"
"H4757","מְרֹדַךְ בַּלְאֲדָן","Merodac-Baladan = «Marduk a donné un fils»","2","false","null"
"H4758","מַרְאֶה","vue, apparence, vision","103","false","null"
"H4759","מַרְאָה","vision","12","false","null"
"H4760","מֻרְאָה","jabot (d’un oiseau), canal alimentaire (d’un oiseau)","1","false","null"
"H4761","מְרַאֲשָׁוֹת","endroit à la tête, primauté","1","false","null"
"H4762","מָרֵשָׁה","Maréscha = « à la tête»","7","false","null"
"H4763","מְרַאֲשָׁוֹת","à la tête, qui domine, qui a la primauté","8","false","null"
"H4764","מֵרָב","Mérab = «augmentation, accroissement»","3","false","null"
"H4765","מַרְבָד","couverture","2","true","2024-11-01 08:15:49.825"
"H4766","מַרְבֶה","abondance, augmentation, accroissement","2","false","null"
"H4767","מִרְבָּה","beaucoup","1","false","null"
"H4768","מַרְבִּית","accroissement, grand nombre, multitude, grandeur","5","false","null"
"H4769","מַרְבֵּץ","endroit de repos ou de demeure","2","false","null"
"H4770","מַרְבֵּק","étable","4","false","null"
"H4771","מַרְגּוֹעַ","repos","1","false","null"
"H4772","מַרְגְּלוֹת","pieds, à ses pieds","5","false","null"
"H4773","מַרְגֵּמָה","fronde","1","false","null"
"H4774","מַרְגֵּעָה","repos, lieu de repos","1","false","null"
"H4775","מָרַד","se rebeller, se révolter, être rebelle","25","false","null"
"H4776","מְרַד","rébellion","1","false","null"
"H4777","מֶ֫רֶד","rébellion, révolte","1","false","null"
"H4778","מֶ֫רֶד","Méred = «rébellion»","2","false","null"
"H4779","מָרָד","rebelle","2","false","null"
"H4780","מַרְדּוּת","rébellion, d’une manière rebelle","1","false","null"
"H4781","מְרֹדָךְ","Merodac = «rébellion»","1","false","null"
"H4782","מׇרְדֳּכַי","Mardochée = «petit homme»","60","false","null"
"H4783","מֻרְדָּף","persécution","1","false","null"
"H4784","מָרָה","être querelleur, être rebelle, être réfractaire, être désobéissant, se révolter contre","45","false","null"
"H4785","מָרָה","Mara = «amer, amertume»","5","false","null"
"H4786","מֹרָה","amertume, chagrin","1","false","null"
"H4787","מׇרָּה","amertume","1","false","null"
"H4788","מָרוֹד","inquiétude, agitation, égarement, vagabond, réfugié","3","false","null"
"H4789","מֵרוֹז","Méroz = «refuge»","1","false","null"
"H4790","מְרוֹחַ","meurtri, écrasé, frotté","1","false","null"
"H4791","מָרוֹם","hauteur","54","false","null"
"H4792","מֵרוֹם","Mérom = «lieu élevé»","2","false","null"
"H4793","מֵרוֹץ","course, lutter à la course","1","false","null"
"H4794","מְרוּצָה","course, le cours (de la vie)","4","false","null"
"H4795","מָרוּק","grattage, frottement","1","false","null"
"H4796","מָרוֹת","Maroth = «amertume»","1","false","null"
"H4797","מִרְזַח","un cri, un cri de joie, une bacchanale","1","false","null"
"H4798","מַרְזֵחַ","un cri, un cri de joie","1","false","null"
"H4799","מָרַח","(Qal) frotter","1","false","null"
"H4800","מֶרְחָב","endroit large ou spacieux, vaste, des étendues","6","false","null"
"H4801","מֶרְחָק","lieu distant, distance, contrée lointaine","18","false","null"
"H4802","מַרְחֶ֫שֶׁת","casserole à sauce, à ragoût, un gril","2","false","null"
"H4803","מָרַט","découvrir, polir, rendre lisse ou chauve ou mettre à nu","14","false","null"
"H4804","מְרַט","arracher, retirer","1","false","null"
"H4805","מְרִי","rébellion","23","false","null"
"H4806","מְרִיא","bien nourri, bête grasse","8","false","null"
"H4807","מְרִיב בַּ֫עַל","Merib-Baal = «Baal est mon avocat»","6","false","null"
"H4808","מְרִיבָה","lutte, dispute, querelle","2","false","null"
"H4809","מְרִיבָה","Meriba = «contestation, querelle»","11","false","null"
"H4810","מְרִי בַעַל","Merib-Baal = «Baal est mon avocat»","2","false","null"
"H4811","מְרָיָה","Meraja = «rébellion»","1","false","null"
"H4812","מְרָיוֹת","Merajoth = «rebelle»","7","false","null"
"H4813","מִרְיָם","Marie = «rébellion, obstination»","15","false","null"
"H4814","מְרִירוּת","amertume","1","false","null"
"H4815","מְרִירִי","amer","1","false","null"
"H4816","מֹ֫רֶךְ","faiblesse","1","false","null"
"H4817","מֶרְכָּב","char, chariot, lieu pour aller à cheval, siège","3","false","null"
"H4818","מֶרְכָּבָה","char","44","false","null"
"H4819","מַרְכֹּ֫לֶת","place de marché, lieu de commerce","1","false","null"
"H4820","מִרְמָה","tromperie, trahison, perfidie","39","false","null"
"H4821","מִרְמָה","Mirma = «fraude, tromperie»","1","false","null"
"H4822","מְרֵמוֹת","Merémoth = « élévations»","6","false","null"
"H4823","מִרְמָס","piétiner, fouler aux pieds, le lieu où l’on foule","7","false","null"
"H4824","מֵרֹנֹתִי","Méronothite = «joyeux crieur»","2","false","null"
"H4825","מֶ֫רֶס","Mérès = « élevé, hautain»","1","false","null"
"H4826","מַרְסְנָא","Marsena = «digne»","1","false","null"
"H4827","מֵרַע","(Hifil) mal faire, mal, méchanceté","1","false","null"
"H4828","מֵרֵעַ","compagnon, ami, ami intime","7","false","null"
"H4829","מִרְעֶה","pâture, pâturage","13","false","null"
