strong,lemma,inflectionEndings,pos,gloss,freq,updatedAt
H6465,פְּעוֹר,,,"Peor = «fente, ouverture, crevasse»",5,
H6466,פָּעַל,,,"faire, fabriquer",57,
H6467,פֹּ֫עַל,,,"travail, œuvre, action, ouvrage",37,
H6468,פְּעֻלָּה,,,"travail, récompense",14,
H6469,פְּעֻלְּתַי,,,Peulthaï = «œuvre»,1,
H6470,פָּעַם,,,"enfoncer, forcer, pousser, battre d’une façon continue",5,
H6471,פַּ֫עַם,,,"enclume ; pas ; fois, tantôt",118,2025-10-29T16:24:02.728Z
H6472,פַּעֲמֹן,,,clochette,7,
H6473,פָּעַר,,,"ouvrir en grand, bailler",4,
H6474,פַּעֲרַי,,,"Paaraï = «bouche bée, révélation de l’Éternel»",1,
H6475,פָּצָה,,,"partager, ouvrir, séparer, rendre libre",15,
H6476,פָּצַח,,,"rompre, briser, faire éclater",8,
H6477,פְּצִירָה,,,prix,1,
H6478,פָּצַל,,,"(piel) peler, enlever la pelure",2,
H6479,פִּצְלָה,,,"bande, endroit pelé, dénudé",1,
H6480,פָּצַם,,,fendre ou briser,1,
H6481,פָּצַע,,,"meurtrir, blesser, faire une blessure par meurtrissure",3,
H6482,פֶּ֫צַע,,,"meurtrissure, blessure",8,
H6483,פִּצֵּץ,,,Happitsets = «rupture»,1,
H6484,פָּצַר,,,"presser, pousser",7,
H6485,פָּקַד,,,"visiter, se souvenir en bien ou en mal, faire attention à, rassembler, compter, punir, désigner, soigner, prendre soin de",303,
H6486,פְּקֻדָּה,,,"surveillance, attention, garde, rassemblement, châtiment",32,
H6487,פִּקָּדוֹן,,,"dépôt, magasin, provision",3,
H6488,פְּקִדֻת,,,"surveillance, préposé, garde",1,
H6489,פְּקוֹד,,,"Darby traduit par «Pekod», tribu puissante habitant à l’est du Tigre, non loin de son embouchure. Segond traduit par nobles (chefs)",2,
H6490,פִּקּוּד,,,"précepte, statut",24,
H6491,פָּקַח,,,ouvrir (les yeux),20,
H6492,פֶּ֫קַח,,,Pékach = « (Dieu) a ouvert (les yeux)»,11,
H6493,פִּקֵּחַ,,,"voyant, à la vue claire (sage, avisé)",2,
H6494,פְּקַחְיָה,,,Pekachia = «l’Éternel a ouvert (les yeux)»,3,
H6495,פְּקַח־קוֹחַ,,,"ouverture (des yeux), large",2,
H6496,פָּקִיד,,,"commissaire, délégué, préposé, fonctionnaire",13,
H6497,פֶּקָעִים,,,"ornements en bois ou métal sculpté, en forme de nœud, de balle, ou de gourde",3,
H6498,פַּקֻּעֹת,,,sorte de concombre,1,
H6499,פַּר,,,"jeune taureau, jeune bœuf, bouvillon, bœuf",133,
H6500,פָּרָא,,,"(hif.) porter du fruit, être fructueux",1,
H6501,פֶּ֫רֶא,,,âne sauvage,10,
H6502,פִּרְאָם,,,Piream = «comme un âne sauvage»,1,
H6503,פַּרְוָר,,,structure ou immeuble attaché au côté ouest du temple de Salomon,3,
H6504,פָּרַד,,,"séparer, diviser",26,
H6505,פֶּ֫רֶד,,,mulet,15,
H6506,פִּרְדָּה,,,une mule,3,
H6507,פְּרֻדָה,,,"semence, graine de semence",1,
H6508,פַּרְדֵּס,,,"parc, jardin clos, forêt",3,
H6509,פָּרָה,,,"porter du fruit, être fructueux",29,
H6510,פָּרָה,,,"vache, génisse",26,
H6511,פָּרָה,,,Para = «génisse»,1,
H6512,פֵּרָה,,,taupe,1,
H6513,פֻּרָה,,,"Pura = «branche, rameau»",2,
H6514,פְּרוּדָא,,,Peruda ou Perida = «grain»,2,
H6515,פָּרוּחַ,,,"Paruach = «poussé, germé, florissant»",1,
H6516,פַּרְוָ֑יִם,,,Parvaïm = «régions orientales»,1,
H6517,פָּרוּר,,,"casserole, pot",3,
H6518,פֶּ֫רֶז,,,"chef, meneur, guerrier",1,
H6519,פְּרָזָה,,,"région ouverte, hameau, village sans muraille",3,
H6520,פְּרָזוֹן,,,"population rurale, rustique, peuple de villages sans murailles",2,
H6521,פְּרָזִי,,,"villageois, habitants ruraux, demeurant en hameaux",3,
H6522,פְּרִזִּי,,,"Phérézien = «appartenant à un village, villageois»",23,
H6523,פַּרְזֶל,,,fer,20,
H6524,פָּרַח,,,"bourgeonner, une pousse, un rejeton, fleurir",36,
H6525,פֶּ֫רַח,,,"bourgeon, pousse",17,
H6526,פִּרְחָח,,,une couvée,1,
H6527,פָּרַט,,,"(qal) improviser nonchalamment, chanter, bégayer",1,
H6528,פֶּ֫רֶט,,,"ce qui est brisé, quelque chose d’éparpillé",1,
H6529,פְּרִי,,,fruit,119,
H6530,פָּרִיץ,,,"un violent, casseur",6,
H6531,פֶּ֫רֶךְ,,,"rudesse, sévérité, cruauté",6,
H6532,פָּרֹ֫כֶת,,,"rideau, voile",25,
H6533,פָּרַם,,,"(qal) déchirer, fendre un vêtement, fente",3,
H6534,פַּרְמַשְׁתָּא,,,"Parmaschtha = «supérieur, le tout premier»",1,
H6535,פַּרְנָךְ,,,Parnac = «délicat»,1,
H6536,פָּרַס,,,"diviser, casser en deux",14,
H6537,פְּרֵס,,,"(P’al) briser en deux, divisern",3,
H6538,פֶּ֫רֶס,,,oiseau de proie «briseur d’os»,2,
H6539,פָּרַס,,,Perse = «pur»,28,
H6540,פָּרַס,,,Perse = «pur»,6,
H6541,פַּרְסָה,,,sabot,21,
H6542,"פַּרְסִי, פָּרַס",,,Perse = voir Parciy 06539 «pur» ou «splendide»,1,
H6543,"פַּרְסִי, פָּרַס",,,Perse = voir Parciy 06539 «pur» ou «splendide»,1,
H6544,פָּרַע,,,"conduire, agir comme un meneur",16,
H6545,פֶּ֫רַע,,,"chevelure, longs cheveux, mèches",2,
H6546,פֶּ֫רַע,,,"chef, meneur, qui commande",2,
H6547,פַּרְעֹה,,,Pharaon = «grand palais»,274,
H6548,חָפְרַע,,,"Pharaon-Hophra = «la grande maison, prêtre du soleil»",1,
H6550,פַּרְעֹשׁ,,,puce,2,
H6551,פַּרְעֹשׁ,,,Pareosch = «puce»,6,
H6552,פִּרְעָתוֹן,,,Pirathon = «princier»,1,
H6553,פִּרְעָתוֹנִי,,,"Pirathon Pirathonite = voir Pirathon « élévation, princier»",5,
H6554,פַּרְפַּר,,,Parpar = «rapide»,1,
H6555,פָּרַץ,,,"rompre, briser, éclater, faire une brèche",48,
H6556,פֶּ֫רֶץ,,,"brèche, ouverture, éclatement",19,
H6557,פֶּ֫רֶץ,,,Pérets = «brèche»,15,
H6558,פַּרְצִי,,,Péretsites = voir Pérets «brèche»,1,
H6559,פְּרָצִים,,,Peratsim = «brèches»,1,
H6560,פֶּרֶץ עֻזָּא,,,Pérets-Uzza = «brèche de Uzza»,4,
H6561,פָּרַק,,,"déchirer, rompre, briser",10,
H6562,פְּרַק,,,"(P’al) arracher, briser, se détacher (des péchés)",1,
H6563,פֶּ֫רֶק,,,rapine ; carrefour,2,2024-11-08T10:18:56.000Z
H6565,פָּרַר,,,"rompre, faire échouer",50,
H6566,פָּרַשׂ,,,"étendre, répandre, déployer, mettre en morceaux",67,
H6567,פָּרַשׁ,,,"rendre distinct, déclarer, distinguer, séparer",5,
H6568,פְּרַשׁ,,,"(Pael) spécifier, distinguer, rendre distinct",1,
H6569,פֶּ֫רֶשׁ,,,"matières fécales, fiente, fumier, issue, rebut",7,
H6570,פֶּ֫רֶשׁ,,,"Péresch = «fumier, séparé»",1,
H6571,פָּרָשׁ,,,"cheval, coursier, cheval de guerre",57,
H6572,פַּרְשֶׁ֫גֶן,,,copie,4,
H6573,פַּרְשֶׁ֫גֶן,,,copie,3,
H6574,פַּרְשְׁדֹ֑נָה,,,"saleté, excrément,",1,
H6575,פָּרָשָׁה,,,"état exact, déclaration",2,
H6576,פַּרְשֵׁז,,,(Pilel) une étendue (verbale),1,
H6577,פַּרְשַׁנְדָּתָא,,,Parschandatha = «donné par la prière»,1,
H6578,פְּרָת,,,Euphrate = «fertilité»,18,
H6579,פַּרְתְּמִים,,,"noble, grand homme",3,
H6580,פַּשׁ,,,"folie, faiblesse, stupidité",1,
H6581,פָּשָׂה,,,(qal) étendre,22,
H6582,פָּשַׁח,,,"déchirer, fendre, mettre en pièces",1,
H6583,פַּשְׁחוּר,,,Paschhur = «liberté»,14,
H6584,פָּשַׁט,,,"dépouiller, envahir, dénuder, faire une incursion, se répandre",43,
H6585,פָּשַׂע,,,"(qal) marcher, aller à pied",1,
H6586,פָּשַׁע,,,"se rebeller, transgresser, se révolter",41,
H6587,פֶּ֫שַׂע,,,un pas,1,
H6588,פֶּ֫שַׁע,,,"transgression, rébellion",93,
H6589,פָּשַׂק,,,"partager, se livrer, ouvrir large",2,
H6590,פְּשַׁר,,,interpréter,2,
H6591,פְּשַׁר,,,interprétation (d’un songe),31,
H6592,פֵּ֫שֶׁר,,,"interprétation, solution",1,
H6593,פֵּ֫שֶׁת,,,"lin, toile",16,
H6594,פִּשְׁתָּה,,,lin,4,
H6595,פַּת,,,"fragment, un peu, morceau (de pain)",15,
H6596,פֹּת,,,"douille, gonds, parties secrètes (sens douteux)",2,
H6597,פִּתְאֹם,,,"soudainement, d’une manière surprenante, soudain",25,
H6598,פַּת־בָּג,,,"portion de nourriture pour roi, mets délicats",8,
H6599,פִּתְגָּם,,,"un édit, un décret",2,
H6600,פִּתְגָם,,,"commandement, œuvre, affaire, décret",6,
H6601,פָּתָה,,,"être spacieux, être ouvert, être large",28,
H6602,פְּתוּאֵל,,,Pethuel = «persuadé par Dieu»,1,
H6603,פִּתּוּחַ,,,"gravure, découpage, sculpture",11,
H6604,פְּתוֹר,,,"Pethor = «devin, voyant»",2,
H6605,פָּתַח,,,ouvrir,144,
H6606,פְּתַח,,,ouvrir,2,
H6607,פֶּ֫תַח,,,"ouverture, porte, entrée",164,
H6608,פֵּ֫תַח,,,"ouverture, entrée, encadrement de la porte",1,
H6609,פְּתִיחָה,,,"épée tirée (nue), épée",1,
H6610,פִּתְחוֹן,,,ouverture,2,
H6611,פְּתַחְיָה,,,Pethachja = «libéré par l’Éternel»,4,
H6612,פֶּ֫תִי,,,"simplicité, naïveté",19,
H6613,פְּתָי,,,largeur,2,
H6614,פְּתִיגִיל,,,vêtement riche ou très cher,1,
H6615,פְּתַיּוּת,,,"simplicité, naïveté",1,
H6616,פָּתִיל,,,"corde, fil (torsadé)",11,
H6617,פָּתַל,,,"tordre, tortiller",5,
H6618,פְּתַלְתֹּל,,,"tordu, tortueux",1,
H6619,פִּתֹם,,,Pithom = «la cité de justice»,1,
H6620,פֶּ֫תֶן,,,"un serpent, un serpent venimeux",6,
H6621,פֶּתַע,,,"soudainement, en un instant",7,
H6622,פָּתַר,,,(qal) interpréter (des songes),9,
H6623,פִּתְרוֹן,,,interprétation,5,
H6624,פַּתְרוֹס,,,"Pathros = «région du sud, contrée du midi»",5,
H6625,פַּתְרֻסִים,,,Patrusim = voir Pathros «région du sud»,2,
H6626,פָּתַת,,,"rompre, émietter",1,
H6627,צֵאָה,,,"ordure, excrément humain, matières fécales",3,
H6628,צֶאֱלִים,,,une sorte de lotus,2,
H6629,צֹאן,,,"petit bétail, moutons, brebis, chèvres, troupeau",274,
H6630,צַאֲנָן,,,Tsaanan = «lieu des troupeaux»,1,
H6631,צֶאֱצָא,,,"descendance, produire, résultat",11,
H6632,צָב,,,"un véhicule de transport, une litière, un char couvert",3,
H6633,צָבָא,,,"s’avancer, s’enrôler pour la guerre, combattre, servir",14,
H6634,צְבָא,,,"désirer, être enclin, vouloir, ce qui plaît",10,
H6635,צָבָא,,,"(vb) faire la guerre, combattre, s'enfler ; (nm) armée, guerre, combat, service ",484,2025-03-28T09:06:22.000Z
H6636,צְבֹיִים,,,Tseboïm = «gazelles»,5,
H6637,צֹבֵבָה,,,Hatsobéba = «le lent»,1,
H6638,צָבָה,,,"gonfler, enfler",2,
H6639,צָבֶה,,,"gonflement, enflure",1,
H6640,צְבוּ,,,"une chose, rien, sujet",1,
H6641,צָבוּעַ,,,"coloré, tacheté",1,
H6642,צָבַט,,,"(qal) atteindre, étendre, tendre, présenter, offrir",1,
H6643,צְבִי,,,"beauté, gloire, honneur",33,
H6644,צִבְיָא,,,Tsibja = «chevreuil»,1,
H6645,צִבְיָה,,,Tsibja = «gazelle»,2,
H6646,צְבִיָּה,,,"gazelle, daine",2,
H6647,צְבַע,,,"plonger, mouiller (quelque chose)",5,
H6648,צֶ֫בַע,,,"teindre, étoffe teinte, quelque chose de teint, vêtement de couleur",3,
H6649,צִבְעוֹן,,,"père de Ana, dont la fille Oholibama épousa Esaï",8,
H6650,צְבֹעִים,,,"Tseboïm = «tachetés, hyènes»",2,
H6651,צָבַר,,,"(qal) entasser, empiler",7,
H6652,צִבּוּר,,,"tas, pile",1,
H6653,צְבָתִים,,,"paquet, poignée",1,
H6654,צַד,,,côté,33,
H6655,צַד,,,côté,2,
H6656,צְדָא,,,à propos,1,
H6657,צְדָד,,,Tsedad = «flanc de la montagne»,2,
H6658,צָדָה,,,(qal) dresser des embûches,3,
H6659,צָדוֹק,,,"Tsadok = «juste, droit»",53,
H6660,צְדִיָּה,,,"préméditation, embûches",2,
H6661,צִדִּים,,,"Tsiddim = «les déclivités, les côtés»",1,
H6662,צַדִּיק,,,"juste, légal, droit",206,
H6663,צָדֵק,,,"être juste, être droit",41,
H6664,צֶ֫דֶק,,,"justice, droiture, vérité",119,
H6665,צִדְקָה,,,"faire ce qui est droit, agir avec justice",1,
H6666,צְדָקָה,,,"justice, droit",157,2024-11-01T08:15:49.825Z
H6667,צִדְקִיָּ֫הוּ,,,Sédécias = «l’Éternel est justice»,63,
H6668,צָהֵב,,,"luire, briller",1,
H6669,צָהֹב,,,"luisant, jaune (d’une chevelure)",3,
H6670,צָהַל,,,"hennir, crier d’une manière aiguë",9,
H6671,צָהַר,,,"(hif.) presser des olives, extraire l’huile, étinceler",1,
H6672,צֹ֫הַר,,,"midi, milieu du jour",24,
H6673,צַו,,,"commandement, ordonnance, précepte",9,
H6674,צוֹא,,,"immonde, obscène",2,
H6675,צֹאָה,,,"ordure, excrément",5,
H6676,צַוַּאר,,,cou,3,
H6677,צַוָּאר,,,"cou, en arrière du cou, nuque",42,
H6678,צוֹבָא,,,"Tsoba = «station, campement»",12,
H6679,צוּד,,,chasser,18,
H6680,צָוָה,,,"(piel) établir, charger, décréter, commander, ordonner ; (pual) être commandé ; (hitp.) être ordonné",494,2025-07-18T12:02:02.003Z
H6681,צָוַח,,,"(qal) crier, s’écrier, hurler",1,
H6682,צְוָחָה,,,"un cri, crier",4,
H6683,צוּלָה,,,"profondeur de l’océan, profondeur, abîme",1,
H6684,צוּם,,,"(qal) s’abstenir de nourriture, jeûner",21,
H6685,צוֹם,,,jeûne,26,2025-07-01T11:41:02.000Z
H6686,צוּעָר,,,Tsuar = «petitesse»,5,
H6687,צוּף,,,"couler, déborder, inondation, flotter",3,
H6688,צוּף,,,rayon de miel,2,
H6689,צוּף,,,Tsuph ou Tsophaï = «rayon de miel»,4,
H6690,צוֹפַח,,,Tsophach = «une cruche pansue»,2,
H6691,צוֹפַר,,,"Tsophar = «qui gazouille, moineau»",4,
H6692,צוּץ,,,"fleurir, briller, étinceler",9,
H6693,צוּק,,,"(hif.) contraindre, presser, mettre à l’étroit, rétrécir, opprimer",11,
H6694,צוּק,,,"(qal) répandre, fondre",3,
H6695,צוּקָה,,,"contrainte, détresse",4,
H6696,צוּר,,,"lier, assiéger, confiner, limiter",38,
H6697,צוּר,,,"rocher, falaise",78,
H6698,צוּר,,,Tsur = «rocher»,5,
H6699,צוּרָה,,,"forme, manière, dessin",4,
H6700,צוּרִיאֵל,,,Tsuriel = «l’Éternel est mon rocher»,1,
H6701,צוּרִישַׁדָּ֑י,,,Tsurischaddaï = «mon rocher est le tout-puissant»,7,
H6702,צוּת,,,"(hif.) allumer, brûler, mettre en feu",1,
H6703,צַח,,,"éblouissant, rayonnant, embrasé, clair, vif, brillant",4,
H6704,צִחֶה,,,desséché,1,
H6705,צָחַח,,,"(qal) être éblouissant, être incandescent",1,
H6706,צְחִיחַ,,,"surface brillante ou éclatante, lumière",5,
H6707,צְחִיחָה,,,"terres roussies, desséchées",1,
H6709,צַחֲנָה,,,"puanteur, odeur infâme",1,
H6710,צַחְצָחָה,,,"région roussie, terre desséchée",1,
H6711,צָחַק,,,"rire, se moquer de, jouer",13,
H6712,צְחֹק,,,"rire, sujet de rire",2,
H6713,צַ֫חַר,,,"gris-rougeâtre, fauve, basané",1,
H6714,צֹ֫חַר,,,Tsochar = «basané»,5,
H6715,צָחֹר,,,"fauve, basané",1,
H6716,צִי,,,navire,4,
H6717,צִיבָא,,,Tsiba = «statue»,16,
H6718,צַ֫יִד,,,"chasse, gibier",19,
H6719,צַיָּד,,,chasseur,1,
H6720,צֵידָה,,,"provision, nourriture",9,
H6721,צִידוֹן,,,"Sidon = «abondance de poisson, pêche»",22,
H6722,צִידֹנִי,,,Sidoniens = voir Sidon «pêche»,16,
H6723,צִיָּה,,,"sécheresse, désert, aridité",16,
H6724,צָיוֹן,,,"sécheresse, territoire ou sol desséché",2,
H6725,צִיּוּן,,,"poteau indicateur, monument, place de marché",3,
H6726,צִיּוֹן,,,Sion = «lieu desséché»,154,
H6727,צִיחָא,,,Tsicha = «sécheresse»,3,
H6728,צִי,,,"une bête sauvage, habitant du désert, crieur, qui jappe",6,
H6729,צִינֹק,,,"enchaîné, aux fers",1,
H6730,צִיעֹר,,,Tsior = «petitesse»,1,
H6731,צִיץ,,,fleur,15,
H6732,צִיץ,,,"Tsits = «fleur, ou objet brillant»",1,
H6733,צִיצָה,,,"floraison, fleur",1,
H6734,צִיצִת,,,"frange, gland, pompon, coiffure",4,
H6735,צִיר,,,"envoyé, messager",12,
H6736,צִיר,,,"image, idole, beauté",1,
H6737,צָיַר,,,"(hitp.) se fournir en provisions, emporter ses provisions",1,
H6738,צֵל,,,"ombre, ombrage",49,
H6739,צְלָא,,,(Pael) prier,2,
H6740,צָלָה,,,(qal) rôtir,3,
H6741,צִלָּה,,,Tsilla = «ombre (protection)»,3,
H6742,צְלִיל,,,"gâteau, pain rond, un rond, un rouleau",1,
H6743,צָלֵחַ,,,(qal) se précipiter,65,
H6744,צְלַח,,,prospérer,4,
H6745,צֵלָחָה,,,"marmite de cuisson, pot",1,
H6746,צְלֹחִית,,,"jarre, bol",1,
H6747,צַלַּ֫חַת,,,"plat, bol",3,
H6748,צָלִי,,,un rôti,3,
H6749,צָלַל,,,"(qal) enfoncer, être submergé",1,
H6750,צָלַל,,,"tinter, trembloter",4,
H6751,צָלַל,,,être ou devenir sombre,2,
H6752,צֵלֶל,,,"ombre, ombrage",4,
H6753,הַצְּלֶלְפּוֹנִי,,,Hatselelponi = «l’ombre qui se tourne vers moi»,1,
H6754,צֶ֫לֶם,,,image,17,
H6755,צְלֵם,,,"image, idole",17,
H6756,צַלְמוֹן,,,Tsalmon = «ombragé»,3,
H6757,צַלְמָ֫וֶת,,,"ombre de la mort, ombre profonde, profonds ténèbres",18,
H6758,צַלְמֹנָה,,,Tsalmona = «ombragée»,2,
H6759,צַלְמֻנָּע,,,Tsalmunna = «privé de protection»,12,
H6760,צָלַע,,,"boiter, être boiteux",4,
H6761,צֶ֫לַע,,,"action de boiter, achoppement",4,
H6762,צֵלַע,,,"Tséla = «une côte, un flanc»",2,
H6763,צֵלָע,,,"côté, côte, poutre",40,
H6764,צָלָף,,,Tsalaph = «blessure»,1,
H6765,צְלׇפְחָד,,,Tselophchad = «premier-né»,11,
H6766,צֶלְצַח,,,Tseltsach = «ombre de ce qui est brillant»,1,
H6767,צְלָצַ֑ל,,,"bruissement, vrombissement, bourdonnement",6,
H6768,צֶ֫לֶק,,,"Tsélek = «fissure, crevasse»",2,
H6769,צִלְּתַי,,,"Tsilthaï = « (l’Éternel est) une ombre, une protection»",2,
H6770,צָמֵא,,,"(qal) avoir soif, être assoiffé",10,
H6771,צָמֵא,,,soif,9,
H6772,צָמָא,,,soif,17,
H6773,צִמְאָה,,,"dessécher, état desséché, soif, déshydratation",1,
H6774,צִמָּאוֹן,,,sol assoiffé,3,
H6775,צָמַד,,,"lier, joindre, attacher",5,
H6776,צֶ֫מֶד,,,"couple, paire, attelage, équipe, joug",15,
H6777,צַמָּה,,,"un voile, le voile d’une femme",4,
H6778,צַמּוּק,,,"grappe de raisins, raisins secs",4,
H6779,צָמַח,,,"Pousser, germer, croître",33,
H6780,צֶ֫מַח,,,"pousse, croissance, branche",12,
H6781,צָמִיד,,,bracelet,7,
H6782,צַמִּים,,,"piège, trappe, nœud coulant",2,
H6783,צְמִיתֻת,,,"achèvement, finalité, à perpétuité",2,
H6784,צָמַק,,,"sécher, dessécher, se ratatiner",1,
H6785,צֶ֫מֶר,,,laine,16,
H6786,צְמָרִי,,,Tsemariens = voir Tsemaraïm «laine double»,2,
H6787,צְמָרַיִם,,,Tsemaraïm = «double toison de laine»,2,
H6788,צַמֶּ֫רֶת,,,cime d’un arbre,5,
H6789,צָמַת,,,"mettre fin à, couper, détruire, exterminer, extirper",15,
H6790,צִן,,,Tsin = «palmier nain»,10,
H6791,צֵן,,,"épine, barbillon",2,
H6792,צֹנֶה,,,"troupeau, brebis",2,
H6793,צִנָּה,,,"quelque chose de perçant, crochet",22,
H6794,צִנּוֹר,,,"tuyau, bec, conduit, une conduite d’eau",2,
H6795,צָנַח,,,"(qal) s’enfoncer, descendre",3,
H6796,צָנִין,,,"épine, piqûre",2,
H6797,צָנִיף,,,"turban, coiffure",5,
H6798,צָנַם,,,"(qal) dessécher, durcir, flétrir",1,
H6799,צְנָן,,,Tsenan = «lieu des troupeaux»,1,
H6800,צָנוּעַ,,,"être humble, être modeste",2,
H6801,צָנַף,,,"(qal) envelopper, enrouler",3,
H6802,צְנֵפָה,,,"enroulement, chose enveloppée, balle",1,
H6803,צִנְצֶ֫נֶת,,,"jarre, pot, réceptacle",1,
H6804,צַנְתְּרוֹת,,,tuyau,1,
H6805,צָעַד,,,"un pas, une marche, enjambée",8,
H6806,צַ֫עַד,,,"pas, allure, enjambée",14,
H6807,צְעָדָה,,,marche,3,
H6808,צָעָה,,,"se pencher, plier, courber, incliner",5,
H6809,צָעִיף,,,"enveloppe, châle, voile",3,
H6810,צָעִיר,,,"petit, insignifiant, jeune",23,
H6811,צָעִיר,,,Tsaïr = «petit»,1,
H6812,צְעִירָה,,,jeunesse,1,
H6813,צָעַן,,,"(qal) errer, voyager",1,
H6814,צֹ֫עַן,,,Tsoan = «lieu de départ»,7,
H6815,צַעֲנַנִּים,,,"Tsaanannim, Tsaannaïm = «migrations»",2,
